서비스아이디,서비스명,서비스URL,서비스요약,사이트,대표문의,소관부처명,소관조직명,기준년도,최종수정일
356,산모·신생아건강관리 지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=356,"전문교육을 받은 산모·신생아 건강관리사가 출산 가정을 방문해  산모의 건강회복을 돕고, 신생아를 보살펴 출산 가정의 경제적 부담을 덜어 줍니다.",사회서비스바우처 http://www.socialservice.or.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,사회서비스사업과,2021,2021-04-28
175,산재근로자 복지지원(장학금),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=175,"산재를 당한 근로자 본인과 배우자, 자녀의 생활안정을 위하여 본인과 자녀의 고등학교 학자금을 지원합니다.",근로복지공단 http://www.kcomwel.or.kr/ 근로복지넷 http://www.workdream.net 근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표전화 1588-0075,고용노동부,산재보상정책과,2021,2021-06-07
93,산재근로자 사회심리재활 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=93,산업 재해 및 장해를 입은 근로자가 심리적 충격을 해소하고  재활할 수 있도록 지원합니다.,근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표번호 1588-0075,고용노동부,산재보상정책과,2021,2021-06-07
173,산재근로자 생활안정자금 융자,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=173,산업근로자에게 생활안정 자금을 지원하여 안정된 생활을 유지하도록 도와 드립니다.,근로복지공단 http://www.kcomwel.or.kr/ 근로복지넷 http://www.workdream.net 근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표번호 1588-0075,고용노동부,산재보상정책과,2021,2021-06-07
97,산재근로자 직업훈련,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=97,산업재해로 치료를 받고 요양 종결 후에 원래의 직장에 복귀하지 못한 산업재해 장애인에게 직업훈련비용과 훈련수당을 지원하여 직업 복귀를 촉진합니다.,근로복지공단 http://www.kcomwel.or.kr/,근로복지공단 대표번호 1588-0075,고용노동부,산재보상정책과,2021,2021-06-07
98,산재근로자 직장복귀 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=98,산업재해로 장해를 입은 근로자가 기존 직장으로 복귀할 수 있도록 지원합니다.,근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표전화 1588-0075,고용노동부,산재보상정책과,2021,2021-06-07
185,산재근로자 창업점포 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=185,실업 중인 산업재해 근로자의 자립을 위하여 창업점포를 임대할 수 있도록 지원합니다.* 2019년도부터 신규신청 중단(’18년도까지 기 지원자에 대해 최장6년 지원계속),근로복지공단 http://www.kcomwel.or.kr/ 근로복지넷 http://www.workdream.net 근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표번호 1588-0075,고용노동부,산재보상정책과,2021,2021-06-07
94,산재근로자 케어센터 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=94,중증의 산업재해 장해인에게 전문간병서비스를 제공합니다.,,경기케어센터 031-359-0515,고용노동부,산재보상정책과,2021,2021-06-08
99,산재근로자합병증 등 예방관리,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=99,산재요양 종결 후 발생하는 합병증과 재발을 예방하고 관리합니다.,근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표번호 1588-0075,고용노동부,산재보상정책과,2021,2021-06-07
141,생계급여(맞춤형 급여),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=141,생활이 어려운 사람에게 최저 생활비를 보장하여 일상을 영위할 수 있도록 지원합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,기초생활보장과,2021,2021-05-12
182,생활안정자금(융자),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=182,"저소득층 근로자와 임금체불 근로자가 보다 안정적인 생활을 영위할 수 있도록 의료비, 혼례비, 장례비, 부모요양비, 자녀학자금, 임금감소생계비, 소액생계비 등을 장기 저리로 융자 받을 수 있게 지원합니다.",근로복지넷 http://www.workdream.net 근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표전화 1588-0075,고용노동부,퇴직연금복지과,2021,2021-06-14
17173,서민금융 활성화 지원(근로자 햇살론 보증사업),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17173,제도권 금융기관을 이용하기 어려운 저신용·저소득 근로자의 생계비를 지원하여  서민층의 경제적 자립 및 자활을 지원합니다.,,서민금융콜센터 1397,금융위원회,서민금융과,2021,2021-04-23
17518,서민금융 활성화 지원(햇살론youth 보증사업),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17518,"금융취약계층인 대학생, 청년의 금융애로를 해소하여 학업 및 취업에 전념, 향후 제도권 금융으로 안착할 수 있도록 지원합니다.",,문의처참고 ,금융위원회,서민금융과,2021,2021-04-30
89,서민층가스시설개선,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=89,가스사고를 예방하기 위하여 가스 사고에 취약한 LPG호스를 금속배관으로교체하는 비용을 지원합니다.,한국가스안전공사 http://www.kgs.or.kr,한국가스안전공사 1544-4500,산업통상자원부,에너지안전과,2020,2020-05-06
91,석면피해구제급여,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=91,석면으로 인한 건강 피해를 신속하고 공정하게 구제할 수 있도록 지원합니다.,한국환경산업기술원 석면피해 구제팀 www.adrc.or.kr,한국환경산업기술원 석면피해 구제팀 1833-7690,환경부,환경피해구제과,2021,2021-05-18
237,선천성 난청검사 및 보청기 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=237,선천성 난청을 조기진단과 조기 재활을 통해 난청으로 인해 발생할 수 있는 언어 지능 발달장애 사회부적응 등을 예방하고 건강한 성장을 도모합니다.,G-Health http://www.g-health.kr/ 보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,출산정책과,2021,2021-04-13
236,선천성대사이상 검사 및 환아관리,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=236,장애발생을 사전에 예방하여 영유아의 건강을 증진합니다.,G-Health http://www.g-health.kr/ 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,출산정책과,2021,2021-04-16
69,성매매 피해아동청소년 통합지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=69,성매매 피해아동·청소년에게 피해를 입은 때부터 성인이 될 때까지 종합서비스를 제공하여 청소년의 원활한 사회복귀를 지원합니다.,,중앙센터(한국여성인권진흥원) 02-6363-8410,여성가족부,권익기반과,2021,2021-06-11
70,성폭력피해자 지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=70,심리·정서·신체적으로 위기상태에 있는 성폭력 피해자에게 상담·의료·법률·보호·숙식제공 등의 서비스를 제공하여 회복과 자립을 돕습니다.,여성가족부 http://www.mogef.go.kr/ 여성긴급전화 www.women1366.kr,여성긴급전화 1366,여성가족부,권익지원과,2021,2021-06-17
279,소상공인지원(융자),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=279,국가경제의 균형발전을 도모하기 위하여 소상공인의 창업 및 경영 개선 활동을 지원합니다.,, ,중소벤처기업부,소상공인정책과,2019,2019-03-20
276,손자녀가계지원비,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=276,광복 이후 사망한 독립유공자의 손자녀에게 가계지원비를 지급합니다.,국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,선양정책과,2021,2021-04-09
17522,쉼터퇴소청소년 자립지원수당 지급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17522,청소년쉼터 퇴소 청소년의 안정적인 자립을 위하여 자립지원 수당을 지원합니다.,"청소년상담복지센터, 한국청소년상담복지개발원 한국청소년상담복지개발원(www.kyci.or.kr)",한국청소년상담복지개발원 1388,여성가족부,청소년자립지원과,2021,2021-05-31
12394,스포츠강좌이용권,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=12394,저소득층 청소년에게 지속적인 스포츠 활동 기회를 보장하여 체력향상과 건전한 여가활동을 지원합니다.,국민체육진흥공단(스포츠강좌이용권) http://svoucher.kspo.or.kr,국민체육진흥공단(스포츠강좌이용권) 02-410-1298~9,문화체육관광부,체육진흥과,2021,2021-05-13
39,시각장애인 음악재활센터 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=39,"시각장애인에게 체계적인 음악재활 프로그램을 제공해 전문 음악인을 양성하고, 음악을 통하여 자립할 수 있도록 시각장애인 음악재활센터에 사업비를 지원합니다.",,실로암시각장애인복지관 02-880-0500,보건복지부,장애인권익지원과,2020,2020-10-07
12397,시간제보육,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=12397,가정 양육 시에도 필요한 때에 필요한 만큼 이용할 수 있는 보육 서비스를 제공하여  자녀 양육에 대한 부담을 경감하고 부모의 보육 서비스 선택권을 보장합니다.,시간제보육 상담 임신육아종합포털 아이사랑 www.childcare.go.kr,시간제보육 상담 1661-9361,보건복지부,보육사업기획과,2021,2021-06-11
345,시설급여,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=345,어르신이 자녀에게 부담을 주지 않고전문적인 장기요양서비스를 받을 수 있도록 지원합니다.,국민건강보험공단 www.nhis.or.kr,국민건강보험공단 상담센터 1577-1000,보건복지부,요양보험제도과,2021,2021-05-11
216,시청각장애인용 TV 무료 보급사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=216,시·청각 장애인이 비장애인과 동등한 조건에서 방송매체에 접근할 수 있도록 장애인용 TV를 보급함으로써 방송소외계층의 방송접근권(TV시청권)을 보장합니다.,시청자미디어재단 tv.kcmf.or.kr,시청자미디어재단 1688-4596,방송통신위원회,미디어다양성정책과,2021,2021-05-24
40,실종아동 등 보호 및 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=40,아동이나 지적 장애인(자폐/정신장애 포함)의 실종을 예방하기 위한 교육과 홍보를 실시하고 가족이 해체되는 것을 예방하기 위하여 장기실종 가족을 지원합니다,실종아동전문기관 www.missingchild.or.kr,실종아동전문기관 02-777-0182,보건복지부,아동학대대응과,2019,2019-04-24
300,아동발달지원계좌(디딤씨앗통장)지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=300,"미래성장동력인 아동이 사회에 진출하는 초기 비용을 마련할 수 있도록 자산 형성을 지원함으로써, 빈곤의 대물림을 방지하고 건전한 사회인을 육성하고자 합니다.",디딤씨앗통장(아동발달지원계좌) http://www.adongcda.or.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지 상담센터 129,보건복지부,아동권리과,2021,2021-06-21
16441,아동수당,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16441,만 7세 미만 아동의 양육 부담을 덜고 아동의 기본적인 권리와 복지 증진을 돕습니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,아동복지정책과,2021,2021-06-10
17,아동안전지킴이,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=17,은퇴한 전문인력을 아동안전지킴이로 선발하여아동범죄 예방 등에 기여할 수 있도록 지원합니다.,경찰청 생활안전국 여성청소년과 사이버경찰청 경찰민원콜센터 사이버경찰청 대한민국 재향경우회 www. ex-police.or.kr 대한노인회 www. koreapeople.co.kr,경찰민원콜센터 182,경찰청,아동청소년과,2021,2021-06-17
301,아동통합서비스지원(드림스타트사업),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=301,취약계층 아동에게 맞춤형 통합서비스를 제공하여 건강한 성장과 발달을 도모하고 공평한 출발 기회를 보장함으로써 건강하고 행복한 사회구성원으로 성장할 수 있도록 지원합니다.,아동권리보장원 지역아동복지부(드림스타트 담당) http://www.dreamstart.go.kr 보건복지부 http://www.mohw.go.kr,아동권리보장원 지역아동복지부(드림스타트 담당) 02-6283-0268,보건복지부,아동권리과,2021,2021-05-03
164,아이돌봄 서비스,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=164,맞벌이를 하거나 갑자기 아이를 돌볼 수 없는 일이 생겼을 때 육아 도우미가 방문하여 아이를 돌봐 줍니다.,아이돌봄 지원사업 https://idolbom.go.kr/,아이돌봄 상담대표전화 1577-2514,여성가족부,가족문화과,2021,2021-05-10
323,암검진사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=323,국가적 차원의 암 검진 사업을 실시하여 암을 조기에 발견하고 치료하여 암사망률을 줄입니다.,국가암조기검진사업정보시스템 http://ncs.ncc.re.kr 국가건강정보포털 http://health.mw.go.kr/ 국가암정보센터 http://www.cancer.go.kr,국가암정보센터 1577-8899,보건복지부,질병정책과,2021,2021-06-17
162,암환자의료비지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=162,저소득층 암환자와 소아암환자의 경제적 부담을 줄이고 국가의 암검진율과 치료율을 높이기 위하여 의료비를 지원합니다.,보건복지부 콜센터 http://www.129.go.kr 국가암정보센터 http://www.cancer.go.kr 보건복지부 질병정책과 http://www.mw.go.kr 대한민국정보포털 http://www.cms.korea.go.kr,보건복지상담센터 129,보건복지부,질병정책과,2021,2021-06-15
277,애국지사특별예우금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=277,일제강점기에 나라를 위해 자신을 희생한 애국지사의 뜻을 기리고명예를 지킬 수 있도록 예우금을 지급합니다.,국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,선양정책과,2021,2021-04-27
127,양곡할인,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=127,저소득층의 생활안정을 위해서 생계·의료·주거·교육급여 수급자와 차상위계층에게  정부양곡을 할인된 가격으로 제공합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,농림축산식품부,식량정책과,2021,2021-04-12
122,양로지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=122,부양의무자가 없는 국가유공자 등에게 보훈원(양로시설) 입소 후 의식주 등 생활보장과 의료지원 및 사후 묘지 안장 등을 지원합니다.,한국보훈복지의료공단 보훈원 http://town.bohun.or.kr,한국보훈복지의료공단 보훈원 031-250-1521,국가보훈처,복지운영과,2021,2021-06-08
73,양육비 이행 원스톱 종합서비스,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=73,양육비를 받지 못해 어려움을 겪고 있는 한부모 가족이 원활하게 양육비를 지급받을 수 있도록 지원합니다.,양육비이행관리원 www.childsupport.or.kr,양육비이행관리원 1644-6621,여성가족부,가족지원과,2021,2021-05-31
163,어르신 문화프로그램운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=163,어르신들이 건전한 여가활동과 문화활동을 통해 삶의 질을 높일 수 있도록 돕습니다.,한국문화원연합회 지역문화진흥팀 www.seniorculture.or.kr,한국문화원연합회 지역문화진흥팀 02-704-4311,문화체육관광부,지역전통문화과,2021,2021-06-14
245,어린이 국가예방접종 지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=245,국가예방접종 지원으로 경제적 부담을 경감하고 예방접종 대상 감염병 퇴치 기반 마련 및 건강증진에 기여하고자 합니다.,예방접종도우미누리집 https://nip.kdca.go.kr/ 질병관리청 1339 콜센터 https://kdca.go.kr,예방접종도우미누리집 043-719-8397~8399,질병관리청,예방접종관리과,2021,2021-04-29
41,"어린이집지원(교사근무환경개선비,교사겸직원장지원비)",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=41,어린이집 보육교사와 교사를 겸직하는 원장의 근로여건을 개선할 수 있도록 근무환경 개선비를 지원합니다.,,보건복지상담센터 129,보건복지부,보육사업기획과,2021,2021-06-09
7,어선원 및 어선 재해보상보험,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=7,어업에 종사하는 어선원과 어선의 재해보상보험료를 지원하고 신속한 보상으로 어선원과 어선 소유자의 경제 활동을 보호합니다.,어선원 및 어선재해보상보험 https://www.suhyup-bank.com,어선원 및 어선재해보상보험 문의전화 1588-4119,해양수산부,소득복지과,2021,2021-04-02
16378,어촌생활돌봄지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=16378,어업인 및 어촌지역의 고령·취약가구에 어촌생활돌봄도우미를 지원하여 기초적인 가정생활을 유지하도록 돕습니다.,,수협중앙회 회원경영지원부 02-2240-3338,해양수산부,소득복지과,2021,2021-05-13
359,언어발달지원사업,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=359,감각적 장애 부모의 자녀에게 필요한 언어발달지원서비스를 제공하여 아동의 건강한 성장을 돕습니다.,사회서비스바우처 http://www.socialservice.or.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,장애인서비스과,2021,2021-04-08
220,에너지 취약계층 고효율조명기기 무상교체 지원(취약계층 에너지복지사업),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=220,에너지 취약계층인 저소득층 및 복지시설에 고효율 조명기기(LED)를무상으로 교체 지원하여 전기요금을 줄이고 전력수요 절감에 기여합니다.,한국에너지공단(에너지복지실) 한국에너지공단,한국에너지공단(에너지 복지실) 052-920-0523,산업통상자원부,에너지효율과,2021,2021-06-14
12393,에너지바우처,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=12393,에너지 사용에 취약한 저소득 가구의 동하절기 냉난방을 위한 에너지 사용을 보조하고 에너지가 보편적으로 공급될 수 있도록 에너지이용권(바우처 형태)를 지원하는 제도입니다.,에너지바우처 콜센터 www.energyv.or.kr,에너지바우처 콜센터 1600-3190,산업통상자원부,에너지자원정책과,2021,2021-05-28
170,여성경제활동 촉진지원(여성새로일하기지원센터 사업),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=170,"경력단절여성 대상 취업상담, 직업교육, 인턴, 취업 연계 및 사후관리까지종합취업서비스 지원을 통해 여성의 경제활동을 돕습니다.",여성가족부 http://www.mogef.go.kr/index.jsp 새일센터 홈페이지(e새일) https://saeil.mogef.go.kr,여성새로일하기센터 1544-1199,여성가족부,경력단절여성지원과,2021,2021-06-11
85,여성기업 판로지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=85,여성이 운영하는 기업의 해외 진출을 지원함으로써여성 창업 활성화와 여성 기업의 경쟁력 강화를 도모합니다.,(재)여성기업종합지원센터 www.wesc.or.kr 여성기업종합정보포털 www.wbiz.or.kr,여성기업종합지원센터 02-369-0900,중소벤처기업부,정책총괄과,2021,2021-05-13
84,여성기업종합지원센터 운영,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=84,여성의 창업을 활성화하고 여성이 운영하는 기업의 경쟁력을 강화합니다.,(재)여성기업종합지원센터 www.wesc.or.kr 여성기업종합정보포털 www.wbiz.or.kr,여성기업종합지원센터 02-369-0900,중소벤처기업부,정책총괄과,2021,2021-05-13
150,여성긴급전화 1366센터 운영 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=150,"가정폭력이나 성폭력, 성매매 등으로 긴급한 구조와 보호가 필요한 여성을 도와  여성인권을 지킵니다.",,1366센터 1366,여성가족부,권익보호과,2021,2021-04-02
250,여성장애인 출산비용 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=250,임신과 출산에 대한 비용이 추가로 발생하는 장애인여성에게 출산비용을 지원하여 경제적 부담을 경감하고 모성권 보호에 기여합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,장애인서비스과,2021,2021-06-17
241,여성장애인교육지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=241,장애와 여성이라는 이중 제약으로 교육의 기회를 갖지 못한 장애 여성에게 교육서비스를 제공하여 사회참여 기회를 확대합니다.,보건복지부 콜센터 http://www.129.go.kr,보건복지상담센터 129,보건복지부,장애인서비스과,2021,2021-06-18
86,여성창업경진대회,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=86,여성기업의 창업을 지원함으로써 여성창업을 활성화하고 여성기업의 경쟁력을 강화시킵니다.,여성기업종합정보포털 www.wbiz.or.kr,(재)여성기업종합지원센터 02-369-0943,중소벤처기업부,정책총괄과,2021,2021-05-07
15282,여성청소년 생리대 바우처 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=15282,여성 청소년에게 생리대를 지원하여 건강하게 성장하도록 지원합니다.,사회보장정보원 www.socialservice.or.kr BC카드  www.bccard.com 삼성카드 www.samsungcard.com 롯데카드 www.lottecard.co.kr,여성가족부 대표전화 02-2100-6000,여성가족부,청소년정책과,2021,2021-05-10
229,영구임대주택공급,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=229,"생계, 의료급여 수급자, 국가유공자, 일본군 위안부 피해자 등 사회보호계층의 주거안정을 위해 영구임대주택을 공급합니다.",한국토지주택공사 http://www.lh.or.kr/ 공공주택 http://portal.newplus.go.kr,LH콜센터 1600-1004,국토교통부,공공주택총괄과,2020,2020-06-02
275,영주귀국정착금,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=275,일제강점기 독립운동을 위해 국외로 망명하였다가 귀국하지 못하고 해외에서 거주하다 국내로 영주 귀국하는 독립유공자와 그 유족이 안정적으로 국내에 정착할 수 있도록 지원합니다.,국가보훈처 http://www.mpva.go.kr/,보훈상담센터 1577-0606,국가보훈처,공훈관리과,2021,2021-05-03
116,온라인 정보화교육,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=116,평생교육사이트 ‘배움나라(estudy)’에서 국민의 정보화 역량을 강화하고 취약계층 정보화 교육을 위한 교육콘텐츠를 개발하여 보급합니다.,한국지능정보사회진흥원 www.itstudy.or.kr,배움나라 053-230-1358,과학기술정보통신부,디지털포용정책팀,2021,2021-04-29
42,외국인근로자 등 의료지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=42,의료 혜택을 받지 못하는 외국인 소외계층에게 의료비를 지원해서 최소한의 건강한 삶을 살 수 있도록 돕습니다.,국립중앙의료원 공공의료사업지원팀 www.nmc.or.kr,보건복지상담센터 129,보건복지부,공공의료과,2020,2020-05-13
180,요양급여(보조기)-산재보험급여,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=180,근로자가 업무상 사유에 의하여 부상을 당하거나 질병이 발생한 경우 재활에 필요한 보조기구 비용을 지원합니다.,근로복지공단 http://www.kcomwel.or.kr/ 고용산재보험 토털서비스 http://total.kcomwel.or.kr 근로복지공단 고객지원센터 www.kcomwel.or.kr,근로복지공단 대표전화 1588-0075,고용노동부,산재보상정책과,2021,2021-06-08
151,원폭피해자지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=151,"한·일 양국 정부의 합의에 따라 2차대전 당시 재일 한국인 원폭피해자에게  진료비, 진료보조비, 장제비 및 합천원폭피해자복지회관 입주지원 등을 통해 복지증진을 도모합니다.",한국원폭피해자협회 http://www.wonpok.or.kr/ 대한적십자사 http://www.redcross.or.kr/ 보건복지부 콜센터 http://www.129.go.kr,대한적십자사 고객센터 02-3705-3705,보건복지부,질병정책과,2021,2021-06-08
5,위탁병원진료,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=5,국가유공자와 그 유족 등이 건강한 생활을 유지하고 필요한 진료를 받을 수 있도록 지원합니다.,보훈상담센터 www.mpva.go.kr,국가보훈처 보훈상담센터 1577-0606,국가보훈처,보훈의료과,2021,2021-04-23
329,유아학비보육료 지원(만3~5세 누리과정 지원),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=329,유치원 및 어린이집에 다니는 만 3세 ~ 5세의 모든 유아에게 유아학비와 보육료를 지원합니다.,교육부 http://www.moe.go.kr e-유치원 http://www.childschool.go.kr 복지로 http://www.bokjiro.go.kr,보건복지부 콜센터 129,교육부,유아교육정책과,2021,2021-03-29
43,육아종합지원서비스 제공,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=43,영유아와 부모를 위한 종합적인 육아종합서비스를 제공하기 위하여 육아종합지원센터를 개설하고 운영비를 지원합니다.,,보건복지부 콜센터 129,보건복지부,보육정책과,2020,2020-04-06
313,의료급여 선택의료급여기관제,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=313,의료급여 수급권자에게 의료비를 지원하여 저소득층 국민 보건 향상과 사회복지 증진에 기여합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-19
314,의료급여 장애인보조기기 지원,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=314,의료급여수급 장애인에게 장애인보조기기비용을 지원하여 저소득 장애인의 삶의 질 향상과 사회복지 증진에 기여합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-19
317,"의료급여 중증질환, 희귀질환 및 중증난치질환자 지원",http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=317,중증 및 치료가 힘든 희귀난치성질환을 앓고 있는 의료급여 수급권자에게 의료비를  지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 http://www.mohw.go.kr 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-09
15207,의료급여 틀니·치과임플란트,http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=15207,"노인 수급권자의 경제적 부담을 완화하고, 치아건강 증진을 위해 틀니 및 치과 임플란트에 대하여 의료급여를 지원합니다.",보건복지부 콜센터 http://www.129.go.kr 보건복지부기초의료보장과 www.mohw.go.kr 건강보험심사평가원 www.hira.or.kr,보건복지부 콜센터 129,보건복지부,기초의료보장과,2021,2021-03-29
248,의료급여(본인부담 보상금),http://www.bokjiro.go.kr/welInfo/retrieveGvmtWelInfo.do?welInfSno=248,의료급여 수급권자의 의료비를 지원하여 저소득층 국민보건 향상과 사회복지 증진에 기여합니다.,보건복지부 국민기초생활보장제도 http://team.mw.go.kr/blss 보건복지부 콜센터 http://www.129.go.kr,보건복지콜센터 129,보건복지부,기초의료보장과,2021,2021-04-22
